N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
5000	pheno_617	0.0	0.5	0.455032	0.35842	0.235624	1e-06	0.23864	1e-06	0.235706	0.21856	0.238608	0.221357	0.23539	0.134243	0.23836	0.135961	0.226586	0.001087	0.229486	0.001101	0.449288	0.633472	0.019753	0.987362	1.0	-2471.455	-2471.454	5000.0
500	pheno_617	0.0	0.5	4.657046	0.999999	2.013018	0.017554	2.343082	0.020431	2.096405	0.051477	2.440289	0.059915	2.024287	1e-06	2.356132	1e-06	2.019058	0.790125	2.350854	0.919651	4.001134	1e-06	0.054529	0.859157	1.0	-215.419	-215.419	500.0
10000	pheno_618	3.242	0.035886	0.230035	0.393949	0.122512	0.202679	0.122568	0.202935	0.120879	0.090999	0.121015	0.091113	0.116172	1e-06	0.116318	1e-06	0.115976	0.099774	0.116101	0.0999	0.229694	0.605288	0.01413	0.998742	1.0	-4995.601	-4997.222	10000.0
10000	pheno_619	5.435	0.0098692	0.232234	0.419812	0.120025	0.275787	0.120826	0.278071	0.119487	1e-06	0.120476	1e-06	0.117414	0.100254	0.118363	0.101084	0.114378	0.040322	0.115321	0.040656	0.230265	0.575422	0.014035	0.991786	1.0	-4959.639	-4962.356	10000.0
10000	pheno_620	0.025	0.43663	0.232501	0.213114	0.122608	0.019712	0.121083	0.019467	0.125053	0.056283	0.123491	0.055583	0.120787	0.069263	0.119274	0.068402	0.117626	0.07054	0.116152	0.069663	0.235558	0.796793	0.014322	1.01259	1.0	-5066.248	-5066.261	10000.0
10000	pheno_621	12.58	0.00019497	0.23269	0.712576	0.122459	0.416072	0.121097	0.412856	0.121043	1e-06	0.120108	1e-06	0.119752	0.189804	0.118746	0.188336	0.117174	0.112251	0.11624	0.111383	0.234356	0.289663	0.014274	1.007791	1.0	-5034.91	-5041.2	10000.0
5000	pheno_622	34.58	2.0455e-09	0.481143	0.234296	0.273879	0.231358	0.248087	0.209634	0.273328	1e-06	0.247663	1e-06	0.269143	0.027216	0.24387	0.02466	0.273705	1e-06	0.248004	1e-06	0.531029	0.845055	0.023248	1.103631	1.0	-2505.074	-2522.364	5000.0
5000	pheno_623	0.659	0.20853	0.455921	0.599646	0.234796	0.146757	0.234582	0.146651	0.240053	1e-06	0.23988	1e-06	0.236616	0.453321	0.235968	0.452993	0.233856	1e-06	0.233687	1e-06	0.456115	0.400644	0.02003	1.000724	1.0	-2503.387	-2503.716	5000.0
10000	pheno_624	0.0	0.5	0.233186	0.547349	0.119479	1e-06	0.119905	1e-06	0.122222	0.442344	0.122245	0.44392	0.117901	1e-06	0.118321	1e-06	0.115776	0.103059	0.11618	0.103427	0.232196	0.451044	0.014108	0.996449	1.0	-4980.683	-4980.342	10000.0
5000	pheno_624	0.206	0.32488	0.461766	0.517706	0.233889	0.106805	0.237402	0.108423	0.232242	0.061505	0.235754	0.062437	0.233413	0.004509	0.23695	0.004577	0.229696	0.337159	0.232887	0.342268	0.454781	0.475094	0.019712	0.985072	1.0	-2465.097	-2465.2	5000.0
5000	pheno_625	0.033	0.42827	0.457405	0.255561	0.24365	0.029967	0.236482	0.029086	0.245975	0.120728	0.238713	0.117177	0.242466	0.112608	0.235309	0.109296	0.23848	1e-06	0.231466	1e-06	0.471374	0.766998	0.020609	1.030303	1.0	-2578.183	-2578.199	5000.0
10000	pheno_625	2.622	0.052706	0.232302	0.154154	0.119579	0.126255	0.119611	0.126317	0.120554	0.027822	0.120615	0.027836	0.11796	1e-06	0.118018	1e-06	0.115637	1e-06	0.115694	1e-06	0.232346	0.845429	0.014137	0.999508	1.0	-5002.184	-5003.495	10000.0
5000	pheno_626	0.0	0.5	0.481627	0.381326	0.266207	0.009192	0.244098	0.008428	0.268574	1e-06	0.246269	1e-06	0.264634	1e-06	0.242656	1e-06	0.266865	0.40667	0.244411	0.372895	0.525154	0.67471	0.022697	1.090573	1.0	-2530.02	-2522.485	5000.0
10000	pheno_627	0.0	0.5	0.228819	0.411447	0.120132	1e-06	0.119667	1e-06	0.123325	0.330418	0.122604	0.329138	0.117871	1e-06	0.117414	1e-06	0.1158	0.082627	0.115341	0.082307	0.22963	0.590844	0.014207	1.003891	1.0	-5019.595	-5019.55	10000.0
5000	pheno_627	0.293	0.29431	0.460614	0.560814	0.237236	0.075182	0.234425	0.074294	0.239871	0.233104	0.236931	0.23035	0.24006	0.25923	0.237084	0.256168	0.236059	1e-06	0.23327	1e-06	0.465988	0.444436	0.020247	1.011954	1.0	-2532.756	-2532.903	5000.0
10000	pheno_628	1.264	0.13042	0.233582	0.409646	0.121133	0.136891	0.121162	0.136979	0.122621	0.080634	0.122684	0.080686	0.11741	0.089283	0.117466	0.08934	0.116257	0.102574	0.116306	0.10264	0.233378	0.589975	0.014138	0.999358	1.0	-4999.339	-4999.971	10000.0
5000	pheno_628	0.105	0.37299	0.46038	0.506085	0.240008	0.070952	0.237236	0.070135	0.240234	0.231052	0.237349	0.228394	0.236717	1e-06	0.233994	1e-06	0.233426	0.20997	0.230641	0.207554	0.465647	0.499663	0.020241	1.011637	1.0	-2531.881	-2531.934	5000.0
5000	pheno_629	1.029	0.15521	0.459103	0.749624	0.24574	0.249815	0.237174	0.24126	0.242462	0.283146	0.233979	0.273449	0.242251	0.03954	0.233952	0.038186	0.24176	0.203704	0.233389	0.196728	0.475255	0.259255	0.020723	1.035461	1.0	-2589.426	-2589.94	5000.0
10000	pheno_629	0.0	0.5	0.230741	0.256131	0.120058	1e-06	0.118936	1e-06	0.1228	0.037008	0.121649	0.036662	0.120533	0.12093	0.119372	0.119799	0.116302	0.100609	0.11519	0.099669	0.233	0.750891	0.014279	1.009439	1.0	-5050.222	-5050.222	10000.0
5000	pheno_630	0.0	0.5	0.46913	0.333999	0.243629	1e-06	0.241454	1e-06	0.240279	1e-06	0.238133	1e-06	0.23719	0.009184	0.235073	0.009102	0.23465	0.327822	0.232343	0.324895	0.473336	0.672001	0.020187	1.009009	1.0	-2525.807	-2525.743	5000.0
5000	pheno_631	0.0	0.5	0.456817	0.373485	0.238704	1e-06	0.237033	1e-06	0.237247	0.225457	0.235493	0.223879	0.230898	0.150658	0.229246	0.149604	0.230506	1e-06	0.228893	1e-06	0.460005	0.63093	0.020146	1.007047	1.0	-2520.983	-2520.917	5000.0
10000	pheno_633	0.0	0.5	0.233196	0.11397	0.122157	1e-06	0.119905	1e-06	0.123541	0.048719	0.121263	0.047821	0.121414	0.06739	0.119172	0.066148	0.11894	1e-06	0.116748	1e-06	0.237787	0.902671	0.014408	1.018782	1.0	-5099.268	-5099.187	10000.0
5000	pheno_634	0.0	0.5	0.485941	0.214541	0.26444	1e-06	0.246003	1e-06	0.268499	0.009684	0.24978	0.009009	0.266461	0.220934	0.247813	0.20553	0.263646	1e-06	0.245264	1e-06	0.522418	0.844325	0.022459	1.074944	1.0	-2476.1	-2467.661	5000.0
5000	pheno_636	1.265	0.13035	0.461063	0.563799	0.246095	0.280978	0.240272	0.274553	0.243208	0.013621	0.237647	0.01331	0.240348	0.282394	0.234665	0.275936	0.239072	1e-06	0.233605	1e-06	0.47174	0.446409	0.020481	1.023403	1.0	-2560.262	-2560.894	5000.0
10000	pheno_636	2.336	0.063209	0.233337	0.486362	0.121618	0.148315	0.120465	0.146974	0.122979	0.336511	0.121601	0.333467	0.120197	1e-06	0.11911	1e-06	0.117038	0.005974	0.115979	0.00592	0.235364	0.518326	0.01435	1.009127	1.0	-4998.926	-5000.094	10000.0
1000	pheno_637	0.0	0.5	2.706461	0.838355	2.009477	0.353759	1.443628	0.254123	1.972611	0.193867	1.417151	0.139264	1.925518	0.619431	1.383286	0.444967	1.85222	1e-06	1.33054	1e-06	3.767728	0.225023	0.073594	1.392081	1.0	-527.197	-502.56	1000.0
10000	pheno_637	0.0	0.5	0.233644	0.08224	0.120196	1e-06	0.120157	1e-06	0.121847	1e-06	0.121808	1e-06	0.119956	0.021776	0.11992	0.021769	0.117543	0.060489	0.117507	0.060469	0.233942	0.918056	0.014147	1.000323	1.0	-5010.883	-5010.594	10000.0
10000	pheno_638	0.0	0.5	0.230437	0.194871	0.120653	1e-06	0.120454	1e-06	0.120996	0.04268	0.120794	0.04261	0.117483	0.14822	0.117239	0.147975	0.115744	0.004292	0.115554	0.004285	0.230964	0.806458	0.014168	1.001651	1.0	-5011.668	-5011.652	10000.0
10000	pheno_640	0.0	0.5	0.23013	0.19585	0.120166	1e-06	0.120377	1e-06	0.120536	1e-06	0.120747	1e-06	0.118061	0.11739	0.118241	0.117596	0.115085	0.078115	0.115275	0.078252	0.229863	0.802742	0.014119	0.998249	1.0	-4994.941	-4994.887	10000.0
5000	pheno_640	0.109	0.37071	0.463088	0.587381	0.236407	0.033193	0.23543	0.033056	0.242119	0.49295	0.240558	0.490916	0.237007	1e-06	0.236029	1e-06	0.231376	0.063672	0.230418	0.063409	0.464871	0.414328	0.0201	1.004143	1.0	-2512.224	-2512.278	5000.0
5000	pheno_641	1.322	0.12508	0.455925	0.547638	0.245427	0.258608	0.238549	0.251515	0.240789	1e-06	0.234185	1e-06	0.246189	0.101275	0.239421	0.098497	0.240905	0.203198	0.234217	0.197625	0.468665	0.465119	0.020572	1.028201	1.0	-2572.378	-2573.039	5000.0
10000	pheno_641	0.0	0.5	0.234769	0.153042	0.129127	1e-06	0.12175	1e-06	0.129816	0.052567	0.122396	0.049564	0.125925	0.000738	0.118731	0.000696	0.124555	0.109009	0.117419	0.102781	0.249167	0.898277	0.015268	1.060593	1.0	-5125.077	-5121.939	10000.0
10000	pheno_642	0.0	0.49721	0.23109	0.355063	0.119323	0.000839	0.12062	0.000849	0.120718	0.075024	0.122017	0.075839	0.116597	0.077062	0.117849	0.077899	0.11495	0.198322	0.116097	0.200477	0.228595	0.638005	0.013996	0.989253	1.0	-4948.299	-4948.299	10000.0
5000	pheno_643	0.0	0.5	0.493014	0.353053	0.29915	1e-06	0.2543	1e-06	0.301976	1e-06	0.256703	1e-06	0.297562	0.387175	0.252783	0.329128	0.298714	0.028142	0.25393	0.023923	0.579816	0.761046	0.025538	1.176364	1.0	-2532.99	-2514.683	5000.0
5000	pheno_644	0.003	0.47679	0.463919	0.459045	0.241597	0.007985	0.235761	0.007792	0.245194	0.252613	0.239127	0.246511	0.246574	0.209809	0.240515	0.204741	0.235636	1e-06	0.229944	1e-06	0.475327	0.554346	0.020504	1.024755	1.0	-2564.039	-2564.041	5000.0
10000	pheno_644	0.0	0.5	0.23102	0.27995	0.118219	1e-06	0.119367	1e-06	0.121633	0.146581	0.122762	0.148005	0.116199	0.008294	0.117328	0.008375	0.115363	0.12238	0.116446	0.123569	0.228851	0.713121	0.01401	0.990377	1.0	-4954.534	-4954.534	10000.0
10000	pheno_645	76.435	0.0	0.244078	0.085864	0.138584	0.066869	0.126842	0.061204	0.138374	0.026942	0.126649	0.024659	0.134165	1e-06	0.122797	1e-06	0.13304	1e-06	0.121767	1e-06	0.266847	0.998759	0.016269	1.092572	1.0	-4960.301	-4998.518	10000.0
5000	pheno_645	1.141	0.14275	0.461862	0.760043	0.231507	0.141876	0.235092	0.144091	0.234429	0.228499	0.237999	0.232067	0.230399	0.377982	0.233694	0.383884	0.229202	1e-06	0.232781	1e-06	0.454618	0.236268	0.019703	0.984625	1.0	-2465.304	-2465.874	5000.0
5000	pheno_646	0.0	0.5	0.468127	0.56879	0.230717	1e-06	0.234633	1e-06	0.23723	0.083119	0.241242	0.08453	0.230088	0.414437	0.233555	0.421472	0.224909	0.061738	0.22872	0.062786	0.460196	0.424012	0.01968	0.983307	1.0	-2460.086	-2460.085	5000.0
10000	pheno_647	0.367	0.27243	0.230208	0.070564	0.121199	0.04266	0.119618	0.042105	0.122657	0.028834	0.121059	0.028458	0.1193	1e-06	0.117746	1e-06	0.118739	1e-06	0.117192	1e-06	0.233554	0.941703	0.01433	1.013198	1.0	-5069.798	-5069.981	10000.0
5000	pheno_648	0.551	0.22888	0.462804	0.162734	0.231065	0.088021	0.23161	0.088232	0.2393	1e-06	0.239875	1e-06	0.233354	1e-06	0.233914	1e-06	0.227559	0.074322	0.228103	0.0745	0.461862	0.835261	0.019954	0.997605	1.0	-2498.118	-2498.394	5000.0
5000	pheno_649	0.0	0.5	0.464907	0.383024	0.248951	0.00246	0.237277	0.002345	0.24892	0.359264	0.236967	0.342417	0.246357	0.040144	0.234802	0.038262	0.241953	1e-06	0.230607	1e-06	0.487761	0.647331	0.02107	1.0492	1.0	-2604.702	-2604.636	5000.0
10000	pheno_652	4.442	0.017532	0.234791	0.309484	0.122618	0.219213	0.121208	0.216879	0.123533	1e-06	0.122218	1e-06	0.120182	0.093599	0.118889	0.092602	0.116906	1e-06	0.115661	1e-06	0.237315	0.697946	0.0143	1.01076	1.0	-5055.616	-5057.837	10000.0
5000	pheno_652	0.0	0.5	0.466394	0.287894	0.243385	0.012396	0.240305	0.012239	0.243884	0.140361	0.240762	0.138585	0.243599	1e-06	0.240517	1e-06	0.240433	0.138825	0.237355	0.137068	0.472422	0.72123	0.020527	1.012813	1.0	-2470.834	-2469.994	5000.0
10000	pheno_653	0.33	0.28274	0.228316	0.377023	0.118886	0.067912	0.119523	0.068282	0.120622	0.050651	0.121274	0.050928	0.115924	0.19943	0.116458	0.200518	0.115691	0.056984	0.116314	0.057295	0.227056	0.619599	0.014071	0.994577	1.0	-4975.184	-4975.349	10000.0
5000	pheno_653	0.0	0.5	0.474333	0.48426	0.256574	0.023979	0.239472	0.022381	0.264181	0.270059	0.246443	0.25206	0.260843	0.224802	0.243369	0.209819	0.252388	1e-06	0.235566	1e-06	0.50808	0.552568	0.021976	1.071409	1.0	-2554.215	-2551.201	5000.0
5000	pheno_654	27.151	9.4093e-08	0.472015	0.050541	0.268188	0.01956	0.244689	0.017846	0.268313	0.035833	0.2448	0.032693	0.268998	1e-06	0.245426	1e-06	0.266041	1e-06	0.242728	1e-06	0.517641	1.040649	0.022986	1.096044	1.0	-2508.184	-2521.759	5000.0
10000	pheno_655	0.0	0.5	0.230639	0.261999	0.12207	1e-06	0.119564	1e-06	0.123145	0.090125	0.120601	0.088275	0.119188	0.055289	0.116736	0.054154	0.11875	0.122075	0.11628	0.119569	0.235542	0.753466	0.014441	1.020956	1.0	-5107.027	-5107.008	10000.0
5000	pheno_656	108.451	0.0	0.504043	0.170133	0.310565	0.176195	0.259639	0.14731	0.307143	0.027297	0.256789	0.022822	0.305742	1e-06	0.255618	1e-06	0.306552	1e-06	0.256295	1e-06	0.602879	0.992594	0.026111	1.196089	1.0	-2552.632	-2606.858	5000.0
5000	pheno_657	2.394	0.060899	0.4566	0.318503	0.235974	0.245367	0.235371	0.24485	0.237141	0.073808	0.236645	0.073652	0.2328	1e-06	0.232309	1e-06	0.231258	1e-06	0.23077	1e-06	0.457545	0.682938	0.020046	1.002115	1.0	-2509.447	-2510.644	5000.0
10000	pheno_657	0.0	0.5	0.230678	0.202342	0.121127	1e-06	0.12099	1e-06	0.12114	0.062288	0.120996	0.062218	0.118382	0.059328	0.118242	0.059262	0.11587	0.080953	0.115725	0.080862	0.231072	0.798558	0.01416	1.001129	1.0	-5009.529	-5009.499	10000.0
1000	pheno_658	0.425	0.25712	2.288095	0.999999	1.199308	0.601115	1.17931	0.591156	1.174659	0.39041	1.155378	0.383942	1.171213	0.025319	1.151847	0.0249	1.151402	1e-06	1.132327	1e-06	2.326639	1e-06	0.045499	1.016846	1.0	-512.369	-512.582	1000.0
10000	pheno_658	0.0	0.5	0.236192	0.999999	0.134645	0.164205	0.123184	0.150275	0.135996	0.001869	0.124459	0.001711	0.132881	0.08041	0.121606	0.073589	0.13164	0.846213	0.119051	0.774425	0.258087	1e-06	0.016049	1.092699	1.0	-5089.024	-5078.191	10000.0
1000	pheno_659	0.0	0.5	2.336059	0.623222	1.133954	1e-06	1.164164	1e-06	1.159035	0.467661	1.190163	0.48012	1.119191	1e-06	1.149008	1e-06	1.136946	0.139386	1.167429	0.143099	2.275515	0.367001	0.043573	0.97405	1.0	-491.586	-491.432	1000.0
5000	pheno_659	0.0	0.5	0.48651	0.466023	0.296414	0.02479	0.25456	0.02129	0.290251	0.51785	0.248898	0.444731	0.291345	1e-06	0.250208	1e-06	0.286272	1e-06	0.245851	1e-06	0.566314	0.621769	0.024879	1.164412	1.0	-2575.665	-2555.141	5000.0
5000	pheno_660	1.773	0.091492	0.463272	0.6944	0.231214	0.301987	0.233932	0.305851	0.238413	0.146586	0.241412	0.148462	0.233348	0.237053	0.236193	0.240086	0.22727	1e-06	0.230178	1e-06	0.457288	0.301739	0.019761	0.987365	1.0	-2470.438	-2471.325	5000.0
1000	pheno_660	0.0	0.5	2.281641	0.999999	1.136311	1e-06	1.188386	1e-06	1.129695	0.474771	1.181609	0.496529	1.154384	0.20194	1.207502	0.211195	1.105099	0.279467	1.155982	0.292275	2.181659	1e-06	0.042788	0.95618	1.0	-481.435	-481.435	1000.0
10000	pheno_660	11.321	0.00038317	0.228553	0.716117	0.121447	0.384678	0.120794	0.38374	0.121968	0.333187	0.121412	0.332375	0.117794	1e-06	0.117507	1e-06	0.115116	1e-06	0.114835	1e-06	0.228968	0.284576	0.014203	1.002443	1.0	-5006.02	-5011.681	10000.0
10000	pheno_661	0.344	0.27863	0.232644	0.177476	0.119679	0.048743	0.119069	0.048497	0.121729	0.056945	0.121108	0.056657	0.119975	0.072689	0.119359	0.072321	0.11662	1e-06	0.11603	1e-06	0.233987	0.826701	0.014215	1.005079	1.0	-5029.294	-5029.466	10000.0
5000	pheno_662	2.3	0.064675	0.459426	0.645816	0.234398	0.339671	0.235677	0.341946	0.235367	1e-06	0.236943	1e-06	0.232181	1e-06	0.233736	1e-06	0.234538	0.301846	0.235889	0.303868	0.456234	0.351827	0.019883	0.993346	1.0	-2485.122	-2486.272	5000.0
10000	pheno_663	53.512	1.2851e-13	0.227685	0.855998	0.120479	0.818535	0.118795	0.818224	0.120584	0.026049	0.120538	0.026039	0.116737	0.011738	0.116693	0.011734	0.115658	1e-06	0.115614	1e-06	0.227675	0.144057	0.014212	1.00038	1.0	-4981.671	-5008.426	10000.0
5000	pheno_663	0.0	0.5	0.460384	0.772782	0.234497	1e-06	0.234808	1e-06	0.232341	1e-06	0.23265	1e-06	0.234216	0.312063	0.234295	0.312478	0.231057	0.459692	0.23085	0.460302	0.459649	0.226916	0.019995	0.998673	1.0	-2497.643	-2497.642	5000.0
10000	pheno_665	0.137	0.35574	0.229264	0.538226	0.118676	0.044163	0.120892	0.04499	0.118945	0.140553	0.121123	0.143185	0.115108	0.162744	0.117197	0.165791	0.113853	0.180873	0.115898	0.18426	0.224938	0.453287	0.013891	0.981622	1.0	-4908.437	-4908.505	10000.0
10000	pheno_666	0.0	0.5	0.234566	0.082211	0.124063	0.011673	0.12129	0.011413	0.126017	0.015024	0.123201	0.014689	0.122052	1e-06	0.119324	1e-06	0.119671	0.057391	0.116991	0.056109	0.240222	0.938766	0.014563	1.022856	1.0	-5050.98	-5050.553	10000.0
10000	pheno_667	1.128	0.14406	0.229814	0.458254	0.118205	0.125333	0.12024	0.127536	0.121656	0.286174	0.123586	0.291205	0.11492	0.033161	0.116937	0.033744	0.113962	0.005669	0.115966	0.005769	0.225759	0.532388	0.013909	0.982726	1.0	-4913.384	-4913.949	10000.0
5000	pheno_668	1.396	0.11868	0.459704	0.978614	0.228467	0.264625	0.231672	0.268552	0.238558	0.335911	0.241818	0.340896	0.230339	0.234877	0.233621	0.238363	0.231123	0.12889	0.234513	0.130803	0.452965	0.021074	0.019727	0.985378	1.0	-2464.707	-2465.406	5000.0
10000	pheno_668	0.0	0.5	0.231767	0.26898	0.122367	1e-06	0.121164	1e-06	0.123087	0.079887	0.121863	0.079101	0.117606	0.123525	0.116415	0.12231	0.117501	0.068239	0.116335	0.067568	0.234132	0.738279	0.014285	1.00993	1.0	-5052.635	-5052.628	10000.0
10000	pheno_669	0.0	0.5	0.234213	0.216046	0.119852	1e-06	0.121276	1e-06	0.119926	0.069656	0.121345	0.070484	0.117919	1e-06	0.11932	1e-06	0.113795	0.14385	0.115106	0.14556	0.231552	0.774746	0.013978	0.988254	1.0	-4944.532	-4944.407	10000.0
10000	pheno_670	0.0	0.5	0.232751	0.122189	0.12174	1e-06	0.119429	1e-06	0.123348	0.12216	0.120985	0.119841	0.12021	1e-06	0.117928	1e-06	0.119344	0.002391	0.117078	0.002346	0.237455	0.894799	0.014417	1.019352	1.0	-5101.056	-5100.88	10000.0
5000	pheno_670	72.366	0.0	0.485275	0.737466	0.275926	0.79535	0.246832	0.714704	0.280167	0.025329	0.251758	0.022761	0.272812	1e-06	0.24515	1e-06	0.276755	1e-06	0.248692	1e-06	0.539847	0.292157	0.023723	1.112839	1.0	-2472.979	-2509.162	5000.0
5000	pheno_671	0.241	0.31164	0.462682	0.930141	0.239514	0.094228	0.236123	0.092902	0.239533	0.456083	0.235684	0.449665	0.23638	1e-06	0.233053	1e-06	0.239767	0.393106	0.236035	0.387574	0.469233	0.070856	0.02031	1.014275	1.0	-2536.019	-2536.139	5000.0
10000	pheno_671	2.193	0.069301	0.234638	0.731724	0.126065	0.017038	0.12105	0.01636	0.125878	0.017374	0.12087	0.016683	0.12415	1e-06	0.119212	1e-06	0.124089	0.727624	0.117931	0.69868	0.244207	0.27939	0.014944	1.041427	1.0	-5078.275	-5079.372	10000.0
5000	pheno_672	1.656	0.099083	0.46377	0.977618	0.238228	0.300503	0.239345	0.302202	0.235811	0.511052	0.236501	0.513941	0.232951	0.160567	0.234207	0.161475	0.231044	1e-06	0.23235	1e-06	0.461145	0.022256	0.019916	0.994378	1.0	-2486.195	-2487.022	5000.0
10000	pheno_673	0.0	0.5	0.230322	0.417231	0.120171	1e-06	0.120073	1e-06	0.12152	0.352085	0.121138	0.351797	0.120769	0.065486	0.120665	0.065432	0.115734	1e-06	0.115639	1e-06	0.23044	0.583246	0.014165	1.000819	1.0	-5003.784	-5003.712	10000.0
5000	pheno_673	0.0	0.5	0.459904	0.65095	0.232039	1e-06	0.237468	1e-06	0.233127	0.308847	0.238356	0.316073	0.230518	1e-06	0.235912	1e-06	0.226618	0.327218	0.231663	0.334874	0.449253	0.34107	0.019557	0.977137	1.0	-2444.067	-2444.049	5000.0
10000	pheno_674	2.318	0.063951	0.234286	0.295172	0.119396	0.165046	0.120554	0.166739	0.121048	0.085503	0.122274	0.08638	0.116976	0.041626	0.118173	0.042053	0.113448	1e-06	0.114612	1e-06	0.231934	0.69767	0.014003	0.989845	1.0	-4951.681	-4952.84	10000.0
10000	pheno_675	0.153	0.34778	0.232085	0.253835	0.115421	0.044654	0.11887	0.045991	0.117862	0.124301	0.12135	0.128022	0.11558	0.057166	0.119032	0.058878	0.111209	0.020335	0.114537	0.020944	0.225417	0.724477	0.013734	0.970934	1.0	-4855.884	-4855.961	10000.0
10000	pheno_676	0.0	0.5	0.231416	0.118523	0.120332	1e-06	0.119888	1e-06	0.120246	0.099479	0.119785	0.099112	0.118119	0.01948	0.117684	0.019408	0.116364	1e-06	0.115934	1e-06	0.232502	0.884741	0.014196	1.003703	1.0	-5022.888	-5022.87	10000.0
1000	pheno_676	0.025	0.43709	2.327559	0.999999	1.078453	0.151817	1.168121	0.164428	1.066162	1e-06	1.15473	1e-06	1.038995	0.755403	1.124479	0.818155	1.050499	0.016079	1.137783	0.017414	2.149035	1e-06	0.041322	0.9233	1.0	-463.241	-463.253	1000.0
10000	pheno_677	0.0	0.5	0.233408	0.158528	0.121376	1e-06	0.120483	1e-06	0.123791	1e-06	0.122879	1e-06	0.119623	0.005496	0.118742	0.005455	0.117758	0.154206	0.116833	0.153071	0.235335	0.84771	0.01425	1.007414	1.0	-5040.198	-5040.198	10000.0
5000	pheno_678	0.0	0.5	0.464986	0.439717	0.24263	1e-06	0.238113	1e-06	0.246293	0.314816	0.241496	0.308955	0.241197	0.105123	0.236689	0.103166	0.23978	0.028118	0.235315	0.027595	0.47373	0.57091	0.020711	1.018969	1.0	-2472.397	-2471.149	5000.0
10000	pheno_679	0.282	0.29773	0.229363	0.277701	0.117259	0.062294	0.120369	0.063952	0.117212	0.062291	0.120323	0.063949	0.115331	0.137867	0.118352	0.141537	0.112511	0.008048	0.115506	0.008262	0.223477	0.70357	0.013779	0.974071	1.0	-4871.8	-4871.941	10000.0
5000	pheno_680	0.0	0.5	0.4637	0.299572	0.236316	1e-06	0.240453	1e-06	0.230077	0.009151	0.234106	0.009311	0.229157	0.083651	0.23316	0.085115	0.226575	0.201615	0.230458	0.205145	0.455759	0.688377	0.01966	0.982794	1.0	-2460.568	-2460.506	5000.0
1000	pheno_681	0.597	0.21977	2.239683	0.999999	1.108388	0.608871	1.130997	0.621411	1.174323	0.303519	1.198659	0.30977	1.109703	0.067429	1.132639	0.068818	1.119944	1e-06	1.143009	1e-06	2.194488	1e-06	0.043842	0.979821	1.0	-493.497	-493.796	1000.0
5000	pheno_682	0.198	0.32814	0.46552	0.267771	0.237324	0.072382	0.235607	0.071861	0.238498	1e-06	0.236782	1e-06	0.235633	0.15311	0.233891	0.152008	0.234469	0.044219	0.232781	0.043901	0.468967	0.737537	0.020148	1.007248	1.0	-2521.79	-2521.889	5000.0
5000	pheno_684	1.551	0.10648	0.459638	0.398769	0.235271	0.233147	0.240441	0.23839	0.229685	1e-06	0.23485	1e-06	0.226085	1e-06	0.231169	1e-06	0.226733	0.15685	0.231791	0.160377	0.44947	0.588008	0.019566	0.978008	1.0	-2447.541	-2448.317	5000.0
5000	pheno_685	0.0	0.5	0.514239	0.286695	0.313802	0.022142	0.259026	0.018277	0.316561	0.030474	0.261304	0.025155	0.315789	1e-06	0.260667	1e-06	0.31596	0.294705	0.260714	0.243263	0.622889	0.864145	0.026937	1.211466	1.0	-2508.098	-2478.263	5000.0
10000	pheno_686	0.04	0.42084	0.231789	0.265163	0.120332	0.01448	0.119411	0.01437	0.123444	0.122315	0.122465	0.121379	0.117597	1e-06	0.116697	1e-06	0.11648	0.130411	0.115548	0.129413	0.233643	0.740506	0.014255	1.007714	1.0	-5041.399	-5041.419	10000.0
5000	pheno_686	0.247	0.30954	0.455974	0.581082	0.231956	0.115251	0.23593	0.117243	0.231612	0.025022	0.235616	0.025454	0.23184	0.117074	0.235815	0.119098	0.225689	0.31386	0.229341	0.319287	0.448113	0.411798	0.01967	0.983005	1.0	-2459.868	-2459.992	5000.0
10000	pheno_687	1.5	0.1103	0.230133	0.19167	0.120231	0.122053	0.119386	0.121227	0.12294	1e-06	0.122109	1e-06	0.118256	0.035507	0.117455	0.035267	0.11634	0.035415	0.115552	0.035175	0.231841	0.813837	0.01424	1.006813	1.0	-5038.056	-5038.806	10000.0
5000	pheno_687	0.0	0.5	0.457697	0.208353	0.23709	1e-06	0.236318	1e-06	0.235086	1e-06	0.23432	1e-06	0.235769	0.19018	0.234953	0.18956	0.229102	0.018852	0.22836	0.018791	0.459277	0.794233	0.020068	1.003267	1.0	-2513.874	-2513.623	5000.0
